id,datetime,open,high,low,close,volume,code
983,2020-12-15,124.34000,127.90000,124.13000,127.88000,157243700,AAPL
1984,2020-12-15,88.22100,88.57100,87.49750,88.38850,29646000,GOOG
2984,2020-12-15,215.16499,215.42000,212.24001,214.13000,27018106,MSFT
3983,2020-12-15,274.82999,276.07999,267.47000,275.54999,23979500,META
4983,2020-12-15,159.05051,159.42500,156.52451,158.25600,66390000,AMZN
3982,2020-12-16,274.76001,277.85999,272.51001,275.67001,15885000,META
4982,2020-12-16,158.80051,162.35001,158.18401,162.04800,88552000,AMZN
982,2020-12-16,127.41000,128.37000,126.56000,127.81000,98208600,AAPL
1983,2020-12-16,88.64400,88.65000,87.80400,88.15000,30270000,GOOG
2983,2020-12-16,214.75000,220.11000,214.72000,219.28000,35023252,MSFT
981,2020-12-17,128.89999,129.58000,128.03999,128.70000,94359800,AAPL
1982,2020-12-17,88.42550,88.58920,86.93300,87.39500,32494000,GOOG
2982,2020-12-17,219.87000,220.89000,217.92000,219.42000,32515784,MSFT
3981,2020-12-17,277.07001,280.44000,273.60999,274.48001,16377800,META
4981,2020-12-17,162.50000,163.17551,161.05000,161.80400,69486000,AMZN
3980,2020-12-18,275.76999,278.00000,271.14001,276.39999,26693200,META
4980,2020-12-18,162.19949,162.47099,158.58000,160.08250,119914000,AMZN
980,2020-12-18,128.96001,129.10001,126.12000,126.66000,192541500,AAPL
1981,2020-12-18,87.70900,87.75550,86.01100,86.55050,80328000,GOOG
2981,2020-12-18,218.59000,219.69000,216.02000,218.59000,63354920,MSFT
979,2020-12-21,125.02000,128.31000,123.45000,128.23000,121251600,AAPL
1980,2020-12-21,85.67550,87.04250,84.95000,86.96850,36568000,GOOG
2980,2020-12-21,217.55000,224.00000,217.28011,222.59000,37181888,MSFT
3979,2020-12-21,272.98001,274.67001,267.79001,272.79001,16553700,META
4979,2020-12-21,160.00050,161.34850,158.30000,160.30901,76736000,AMZN
3978,2020-12-22,271.50000,271.50000,264.63000,267.09000,17312900,META
4978,2020-12-22,160.14200,161.10001,159.00400,160.32600,47388000,AMZN
978,2020-12-22,131.61000,134.41000,129.64999,131.88000,168904800,AAPL
1979,2020-12-22,86.72150,86.87025,85.62875,86.17500,18734000,GOOG
2979,2020-12-22,222.69000,225.63000,221.85001,223.94000,22643396,MSFT
977,2020-12-23,132.16000,132.42999,130.78000,130.96001,88223700,AAPL
1978,2020-12-23,86.40550,87.39950,86.25200,86.61900,20676000,GOOG
2978,2020-12-23,223.11000,223.55890,220.80000,221.02000,18699638,MSFT
3977,2020-12-23,266.89001,272.17001,266.23001,268.10999,14329000,META
4977,2020-12-23,160.25000,160.50650,159.20850,159.26350,41876000,AMZN
3976,2020-12-24,268.88000,270.39999,266.20001,267.39999,6702000,META
4976,2020-12-24,159.69501,160.10001,158.45000,158.63451,29038000,AMZN
976,2020-12-24,131.32001,133.46001,131.10001,131.97000,54930100,AAPL
1977,2020-12-24,86.75000,87.30000,86.45550,86.94250,6936000,GOOG
2977,2020-12-24,221.42000,223.61000,221.20000,222.75000,10550572,MSFT
975,2020-12-28,133.99001,137.34000,133.50999,136.69000,124486200,AAPL
1976,2020-12-28,87.58175,89.53640,87.31675,88.80450,27860000,GOOG
2976,2020-12-28,224.45000,226.03000,223.02000,224.96001,17933496,MSFT
3975,2020-12-28,268.73999,277.29999,265.66000,277.00000,23299700,META
4975,2020-12-28,159.70000,165.20000,158.63451,164.19800,113736000,AMZN
3974,2020-12-29,276.95001,280.51001,276.28000,276.78000,16383000,META
4974,2020-12-29,165.49699,167.53250,164.06100,166.10001,97458000,AMZN
974,2020-12-29,138.05000,138.78999,134.34000,134.87000,121047300,AAPL
1975,2020-12-29,89.38950,89.62200,87.80450,87.93600,25988000,GOOG
2975,2020-12-29,226.31000,227.17999,223.58000,224.14999,17403212,MSFT
973,2020-12-30,135.58000,135.99001,133.39999,133.72000,96452100,AAPL
1974,2020-12-30,88.10050,88.25475,86.28000,86.97600,26122000,GOOG
2974,2020-12-30,225.23000,225.63000,221.47000,221.67999,20272336,MSFT
3973,2020-12-30,277.95001,278.07999,271.70999,271.87000,11803800,META
4973,2020-12-30,167.05000,167.10500,164.12350,164.29250,64186000,AMZN
3972,2020-12-31,272.00000,277.09000,269.81000,273.16000,12900400,META
4972,2020-12-31,163.75000,164.14600,162.06000,162.84650,59144000,AMZN
972,2020-12-31,134.08000,134.74001,131.72000,132.69000,99116600,AAPL
1973,2020-12-31,86.77100,87.94650,86.77100,87.59400,20238000,GOOG
2973,2020-12-31,221.70000,223.00000,219.67999,222.42000,20942132,MSFT
971,2021-01-04,133.52000,133.61000,126.76000,129.41000,143301900,AAPL
1972,2021-01-04,87.87700,88.03250,85.39250,86.41200,38038000,GOOG
2972,2021-01-04,222.53000,223.00000,214.81000,217.69000,37130140,MSFT
3971,2021-01-04,274.78000,275.00000,265.20001,268.94000,15106100,META
4971,2021-01-04,163.50000,163.60001,157.20100,159.33150,88228000,AMZN
3970,2021-01-05,268.29001,272.39999,268.20999,270.97000,9871600,META
4970,2021-01-05,158.30051,161.16901,158.25301,160.92551,53110000,AMZN
970,2021-01-05,128.89000,131.74001,128.42999,131.00999,97664900,AAPL
1971,2021-01-05,86.25000,87.38350,85.90075,87.04600,22906000,GOOG
2971,2021-01-05,217.25999,218.52000,215.70000,217.89999,23822952,MSFT
969,2021-01-06,127.72000,131.05000,126.38000,126.60000,155088000,AAPL
1970,2021-01-06,85.13150,87.40000,84.95000,86.76450,52042000,GOOG
2970,2021-01-06,212.17000,216.48990,211.94000,212.25000,35930652,MSFT
3969,2021-01-06,262.00000,267.75000,260.01001,263.31000,24354100,META
4969,2021-01-06,157.32401,159.87550,156.55800,156.91901,87896000,AMZN
3968,2021-01-07,265.89999,271.60999,264.78000,268.73999,15789800,META
4968,2021-01-07,157.85001,160.42700,157.75000,158.10800,70290000,AMZN
968,2021-01-07,128.36000,131.63000,127.86000,130.92000,109578200,AAPL
1969,2021-01-07,87.00300,89.42000,86.85250,89.36250,45300000,GOOG
2969,2021-01-07,214.03999,219.34000,213.71001,218.28999,27694480,MSFT
967,2021-01-08,132.42999,132.63000,130.23000,132.05000,105158200,AAPL
1968,2021-01-08,89.39900,90.49200,88.67675,90.36050,41012000,GOOG
2968,2021-01-08,218.67999,220.58000,217.02609,219.62000,22956206,MSFT
3967,2021-01-08,268.31000,268.95001,263.17999,267.57001,18528300,META
4967,2021-01-08,159.00000,159.53200,157.11000,159.13499,70754000,AMZN
3966,2021-01-11,260.48001,263.47000,255.89999,256.84000,30412300,META
4966,2021-01-11,157.40050,157.81900,155.50000,155.71049,73668000,AMZN
966,2021-01-11,129.19000,130.17000,128.50000,128.98000,100384500,AAPL
1967,2021-01-11,89.30350,89.71575,88.02600,88.33600,24194000,GOOG
2967,2021-01-11,218.47000,218.91000,216.73000,217.49001,23047028,MSFT
965,2021-01-12,128.50000,129.69000,126.86000,128.80000,91951100,AAPL
1966,2021-01-12,87.69600,88.90200,86.26550,87.32750,27140000,GOOG
2966,2021-01-12,216.50000,217.10001,213.32021,214.92999,23249336,MSFT
3965,2021-01-12,256.63000,259.72000,250.30000,251.09000,26383500,META
4965,2021-01-12,156.00000,157.10699,154.30000,156.04150,70292000,AMZN
3964,2021-01-13,251.55000,253.95000,249.20000,251.64000,19528900,META
4964,2021-01-13,156.42200,159.49750,156.10400,158.29449,66424000,AMZN
964,2021-01-13,128.75999,131.45000,128.49001,130.89000,88636800,AAPL
1965,2021-01-13,86.92900,88.25175,86.90050,87.72000,21882000,GOOG
2965,2021-01-13,214.02000,216.75999,213.92661,216.34000,20087080,MSFT
963,2021-01-14,130.80000,131.00000,128.75999,128.91000,90221800,AAPL
1964,2021-01-14,87.68100,88.75050,86.67000,87.00900,23590000,GOOG
2964,2021-01-14,215.91000,217.46001,212.74001,213.02000,29346736,MSFT
3963,2021-01-14,253.39999,255.03000,244.61000,245.64000,29739400,META
4963,2021-01-14,158.37601,158.89999,156.02950,156.37350,61418000,AMZN
3962,2021-01-15,247.89999,253.86000,247.16000,251.36000,24942900,META
4962,2021-01-15,156.15100,157.12750,154.75850,155.21249,84880000,AMZN
962,2021-01-15,128.78000,130.22000,127.00000,127.14000,111598500,AAPL
1963,2021-01-15,86.90950,87.80000,86.07750,86.80950,26844000,GOOG
2963,2021-01-15,213.52000,214.50999,212.03000,212.64999,31746512,MSFT
961,2021-01-19,127.78000,128.71001,126.94000,127.83000,90757300,AAPL
1962,2021-01-19,87.61250,90.46375,87.07300,89.54300,34692000,GOOG
2962,2021-01-19,213.75000,216.98000,212.63000,216.44000,30480860,MSFT
3961,2021-01-19,256.89999,262.20001,252.72000,261.10001,28028500,META
4961,2021-01-19,155.35001,157.25000,154.80000,156.03799,66102000,AMZN
3960,2021-01-20,268.92999,270.32001,263.60001,267.48001,25199900,META
4960,2021-01-20,159.09950,163.99001,158.75000,163.16901,106196000,AMZN
960,2021-01-20,128.66000,132.49001,128.55000,132.03000,104319500,AAPL
1961,2021-01-20,91.57300,95.18550,91.27650,94.34500,49806000,GOOG
2961,2021-01-20,217.70000,225.78999,217.29080,224.34000,37777260,MSFT
959,2021-01-21,133.80000,139.67000,133.59000,136.87000,120150900,AAPL
1960,2021-01-21,94.90000,96.74300,94.35550,94.56250,41278000,GOOG
2960,2021-01-21,224.70000,226.30000,222.42000,224.97000,30749552,MSFT
3959,2021-01-21,269.26001,273.60001,267.48999,272.87000,20838700,META
4959,2021-01-21,164.64999,167.42751,164.47850,165.34950,98722000,AMZN
3958,2021-01-22,272.01001,278.47000,272.00000,274.50000,21954000,META
4958,2021-01-22,165.21550,166.09550,164.15800,164.61150,56438000,AMZN
958,2021-01-22,136.28000,139.85001,135.02000,139.07001,114459400,AAPL
1959,2021-01-22,94.78400,95.54750,94.08800,95.05250,25442000,GOOG
2959,2021-01-22,227.08000,230.07001,225.80000,225.95000,30172664,MSFT
957,2021-01-25,143.07001,145.09000,136.53999,142.92000,157611700,AAPL
1958,2021-01-25,96.03350,96.47900,93.37650,94.97000,38546000,GOOG
2958,2021-01-25,229.12000,229.78000,224.22000,229.53000,33152096,MSFT
3957,2021-01-25,278.14001,280.10001,271.51001,278.01001,19087000,META
4957,2021-01-25,166.42500,168.19450,162.15750,164.70000,74996000,AMZN
3956,2021-01-26,278.14001,285.39001,277.81000,282.04999,19373600,META
4956,2021-01-26,164.81799,166.89999,164.14349,166.30650,59104000,AMZN
956,2021-01-26,143.60001,144.30000,141.37000,143.16000,98390600,AAPL
1957,2021-01-26,94.44200,96.25000,94.21225,95.86200,26262000,GOOG
2957,2021-01-26,231.86000,234.17999,230.08000,232.33000,49169600,MSFT
955,2021-01-27,143.42999,144.30000,140.41000,142.06000,140843800,AAPL
1956,2021-01-27,94.12650,94.50000,90.45000,91.53950,54966000,GOOG
2956,2021-01-27,238.00000,240.44000,230.14000,232.89999,69870640,MSFT
3955,2021-01-27,282.53000,283.45001,268.12000,272.14001,35346200,META
4955,2021-01-27,167.07449,167.32600,160.35400,161.62900,93204000,AMZN
3954,2021-01-28,277.17999,286.79001,264.70001,265.00000,37758800,META
4954,2021-01-28,161.75200,165.08400,161.43449,161.88100,62984000,AMZN
954,2021-01-28,139.52000,141.99001,136.70000,137.09000,142621100,AAPL
1955,2021-01-28,92.19700,94.94150,92.13200,93.15550,35462000,GOOG
2955,2021-01-28,235.61000,242.64000,235.09000,238.92999,49111160,MSFT
953,2021-01-29,135.83000,136.74001,130.21001,131.96001,177523800,AAPL
1954,2021-01-29,92.30850,92.86400,90.51000,91.78700,32252000,GOOG
2954,2021-01-29,235.99001,238.02000,231.35001,231.96001,42503136,MSFT
3953,2021-01-29,265.29999,266.56000,254.85001,258.32999,30389500,META
4953,2021-01-29,161.50000,161.84950,159.22749,160.31000,85872000,AMZN
3952,2021-02-01,259.51999,264.17001,254.91000,262.01001,22914300,META
4952,2021-02-01,162.11800,167.51300,161.75150,167.14400,83204000,AMZN
952,2021-02-01,133.75000,135.38000,130.92999,134.14000,106239800,AAPL
1953,2021-02-01,92.67850,96.11960,92.54650,95.06750,32044000,GOOG
2953,2021-02-01,235.06000,242.50000,232.42999,239.64999,33314192,MSFT
951,2021-02-02,135.73000,136.31000,134.61000,134.99001,83305400,AAPL
1952,2021-02-02,96.12800,97.78800,95.72450,96.37550,45474000,GOOG
2952,2021-02-02,241.30000,242.31000,238.69000,239.50999,25916336,MSFT
3951,2021-02-02,264.00000,268.85001,263.26999,267.07999,17320800,META
4951,2021-02-02,169.00000,171.38699,168.05650,169.00000,141972000,AMZN
3950,2021-02-03,265.62000,269.20001,263.84000,266.64999,14223400,META
4950,2021-02-03,171.25050,171.70000,165.43100,165.62650,141776000,AMZN
950,2021-02-03,135.75999,135.77000,133.61000,133.94000,89880900,AAPL
1951,2021-02-03,103.65000,105.82500,100.91900,103.50350,82364000,GOOG
2951,2021-02-03,239.57001,245.09000,239.25999,243.00000,27158104,MSFT
949,2021-02-04,136.30000,137.39999,134.59000,137.39000,84183100,AAPL
1950,2021-02-04,103.44450,103.92750,102.12950,103.11850,37046000,GOOG
2950,2021-02-04,242.66000,243.23990,240.37000,242.00999,25296100,MSFT
3949,2021-02-04,267.01001,268.16000,264.00000,266.48999,16060000,META
4949,2021-02-04,166.50000,167.35001,163.88750,166.55000,73414000,AMZN
3948,2021-02-05,266.79999,269.17001,265.67001,268.10001,12454400,META
4948,2021-02-05,165.95000,168.85001,165.13550,167.60750,72416000,AMZN
948,2021-02-05,137.35001,137.42000,135.86000,136.75999,75693800,AAPL
1949,2021-02-05,103.50000,105.12550,102.96650,104.90000,30702000,GOOG
2949,2021-02-05,242.23000,243.28000,240.42000,242.20000,18054752,MSFT
947,2021-02-08,136.03000,136.96001,134.92000,136.91000,71297200,AAPL
1948,2021-02-08,105.29550,106.17735,103.60000,104.64550,24838000,GOOG
2948,2021-02-08,243.14999,243.67999,240.81000,242.47000,22211928,MSFT
3947,2021-02-08,268.75000,269.85999,265.00000,266.57999,13755200,META
4947,2021-02-08,167.92500,168.25000,165.20000,166.14700,65148000,AMZN
3946,2021-02-09,266.44000,273.39001,265.75000,269.45001,14613400,META
4946,2021-02-09,165.62450,166.89999,164.89200,165.25000,44070000,AMZN
946,2021-02-09,136.62000,137.88000,135.85001,136.00999,76774200,AAPL
1947,2021-02-09,103.92700,105.25650,103.92700,104.17550,17798000,GOOG
2947,2021-02-09,241.87000,244.75999,241.38000,243.77000,23564952,MSFT
945,2021-02-10,136.48000,136.99001,134.39999,135.39000,73046600,AAPL
1946,2021-02-10,104.71050,105.41850,103.15450,104.76900,22710000,GOOG
2946,2021-02-10,245.00000,245.92000,240.89000,242.82001,22186706,MSFT
3945,2021-02-10,272.45001,273.79999,267.72000,271.87000,14687200,META
4945,2021-02-10,165.70000,165.89751,162.70000,164.32899,63032000,AMZN
3944,2021-02-11,271.89001,273.57999,268.48999,270.39001,12828600,META
4944,2021-02-11,164.60001,164.60001,162.40300,163.10651,46028000,AMZN
944,2021-02-11,135.89999,136.39000,133.77000,135.13000,64280000,AAPL
1945,2021-02-11,104.97550,105.10150,103.86600,104.79450,18914000,GOOG
2945,2021-02-11,244.78000,245.14999,242.14999,244.49001,15751059,MSFT
943,2021-02-12,134.35001,135.53000,133.69000,135.37000,60145100,AAPL
1944,2021-02-12,104.51250,105.44100,104.15650,105.20550,17114000,GOOG
2944,2021-02-12,243.93320,245.30000,242.73000,244.99001,16561079,MSFT
3943,2021-02-12,270.51999,271.17999,268.34000,270.50000,9097600,META
4943,2021-02-12,162.50000,164.01250,161.66550,163.88550,46706000,AMZN
3942,2021-02-16,270.79999,276.60001,270.04999,273.97000,15417200,META
4942,2021-02-16,162.70250,165.41499,162.67950,163.44749,51494000,AMZN
942,2021-02-16,135.49001,136.00999,132.78999,133.19000,80576300,AAPL
1943,2021-02-16,105.21800,107.63400,105.21800,106.09500,22676000,GOOG
2943,2021-02-16,245.03000,246.13000,242.92000,243.70000,26728488,MSFT
941,2021-02-17,131.25000,132.22000,129.47000,130.84000,97918500,AAPL
1942,2021-02-17,105.00000,106.68300,104.94600,106.41550,21418000,GOOG
2942,2021-02-17,241.32001,244.31000,240.94000,244.20000,21673108,MSFT
3941,2021-02-17,271.23999,273.97000,269.57999,273.57001,12763200,META
4941,2021-02-17,163.17999,166.04550,162.97501,165.43201,65950000,AMZN
3940,2021-02-18,269.57001,271.95001,266.03000,269.39001,15249100,META
4940,2021-02-18,164.12100,166.89999,163.69701,166.41150,60548000,AMZN
940,2021-02-18,129.20000,130.00000,127.41000,129.71001,96856700,AAPL
1941,2021-02-18,105.51950,106.63675,105.18550,105.86000,22432000,GOOG
2941,2021-02-18,241.80000,243.92999,240.86000,243.78999,16925564,MSFT
939,2021-02-19,130.24001,130.71001,128.80000,129.87000,87668800,AAPL
1940,2021-02-19,105.96350,106.52650,104.87050,105.05700,29148000,GOOG
2940,2021-02-19,243.75000,243.86000,240.17999,240.97000,25262600,MSFT
3939,2021-02-19,269.85999,270.26999,260.14999,261.56000,25622600,META
4939,2021-02-19,166.41150,166.67500,162.28751,162.49500,86104000,AMZN
3938,2021-02-22,257.95001,263.07001,257.53000,260.32999,17434900,META
4938,2021-02-22,160.40649,161.61600,158.61301,159.03700,70314000,AMZN
938,2021-02-22,128.00999,129.72000,125.60000,126.00000,103916400,AAPL
1939,2021-02-22,103.35000,104.57100,103.10700,103.24400,27350000,GOOG
2939,2021-02-22,237.42000,237.92999,232.39999,234.50999,36446936,MSFT
937,2021-02-23,123.76000,126.71000,118.39000,125.86000,158273000,AAPL
1938,2021-02-23,101.25050,104.10050,100.10100,103.54300,33348000,GOOG
2938,2021-02-23,230.32500,234.83000,228.73000,233.27000,30228704,MSFT
3937,2021-02-23,259.50000,267.45999,254.96001,265.85999,21924600,META
4937,2021-02-23,156.35150,160.23650,154.67999,159.72501,93544000,AMZN
3936,2021-02-24,262.32999,266.38000,258.39001,264.31000,15736100,META
4936,2021-02-24,158.33749,158.56149,156.26900,157.97650,60226000,AMZN
936,2021-02-24,124.94000,125.56000,122.23000,125.35000,111039900,AAPL
1937,2021-02-24,102.09150,105.03900,101.90650,104.75850,24966000,GOOG
2937,2021-02-24,230.00999,235.20000,229.00000,234.55000,26339746,MSFT
935,2021-02-25,124.68000,126.46000,120.54000,120.99000,148199500,AAPL
1936,2021-02-25,103.37250,104.74400,101.06450,101.56800,36568000,GOOG
2936,2021-02-25,232.08000,234.58521,227.88000,228.99001,39542236,MSFT
3935,2021-02-25,262.29999,266.94000,254.03999,254.69000,19053100,META
4935,2021-02-25,156.83701,158.91299,152.38800,152.85800,90676000,AMZN
3934,2021-02-26,256.47000,265.54999,256.47000,257.62000,26619500,META
4934,2021-02-26,154.75999,156.12199,151.83501,154.64650,85518000,AMZN
934,2021-02-26,122.59000,124.85000,121.20000,121.26000,164560400,AAPL
1935,2021-02-26,102.52600,103.55050,100.80300,101.84300,41670000,GOOG
2935,2021-02-26,231.52499,235.37000,229.53999,232.38000,37819228,MSFT
933,2021-03-01,123.75000,127.93000,122.79000,127.79000,116307900,AAPL
1934,2021-03-01,102.82600,104.32600,102.30500,104.07550,28090000,GOOG
2934,2021-03-01,235.89999,237.47000,233.14999,236.94000,25332836,MSFT
3933,2021-03-01,260.82001,266.64999,257.89999,264.91000,22157300,META
4933,2021-03-01,156.39450,157.47800,154.89951,157.30701,54582000,AMZN
3932,2021-03-02,265.78000,266.70999,258.64999,259.00000,15191700,META
4932,2021-03-02,157.17349,158.17599,154.35600,154.72650,51916000,AMZN
932,2021-03-02,128.41000,128.72000,125.01000,125.12000,102260900,AAPL
1933,2021-03-02,103.80950,105.21850,103.56300,103.79200,22692000,GOOG
2933,2021-03-02,237.00999,237.30000,233.45000,233.87000,22812460,MSFT
931,2021-03-03,124.81000,125.71000,121.84000,122.06000,112966300,AAPL
1932,2021-03-03,103.36050,104.42590,100.50000,101.33550,29684000,GOOG
2932,2021-03-03,232.15500,233.57990,227.25999,227.56000,34029528,MSFT
3931,2021-03-03,260.29001,260.98999,255.10001,255.41000,15513500,META
4931,2021-03-03,154.05901,155.38901,149.75000,150.25000,79774000,AMZN
3930,2021-03-04,256.47000,266.48999,253.50000,257.64001,31626500,META
4930,2021-03-04,150.60001,152.90649,147.27150,148.87849,109632000,AMZN
930,2021-03-04,121.75000,123.60000,118.62000,120.13000,178155000,AAPL
1931,2021-03-04,101.16850,104.46200,101.01350,102.45450,42360000,GOOG
2931,2021-03-04,226.73500,232.49001,224.25999,226.73000,44727784,MSFT
929,2021-03-05,120.98000,121.94000,117.57000,121.42000,153766600,AAPL
1930,2021-03-05,103.65600,105.90550,102.32075,105.42700,43904000,GOOG
2930,2021-03-05,229.51649,233.27000,226.46001,231.60001,41872768,MSFT
3929,2021-03-05,260.67001,265.45001,255.61000,264.28000,26820100,META
4929,2021-03-05,150.25000,150.45000,144.05000,150.02299,107772000,AMZN
3928,2021-03-08,265.54999,265.57999,255.05000,255.31000,18391800,META
4928,2021-03-08,150.75000,153.22951,147.56551,147.59750,83700000,AMZN
928,2021-03-08,120.93000,121.00000,116.21000,116.36000,154376600,AAPL
1929,2021-03-08,105.05650,106.44050,101.08050,101.20850,32948000,GOOG
2929,2021-03-08,231.37000,233.36501,227.13000,227.39000,35267440,MSFT
927,2021-03-09,119.03000,122.06000,118.79000,121.09000,129525800,AAPL
1928,2021-03-09,103.50000,103.90200,102.39150,102.63500,33946000,GOOG
