Actual,Predicted
183.8300018310547,186.94589777157853
183.66000366210935,184.10844572884517
184.05999755859372,184.19056478287325
182.80999755859372,183.98124938403075
186.1000061035156,182.61414945688983
189.0800018310547,186.10673705791143
185.57000732421875,188.51643393229753
186.33999633789065,185.23362619332894
193.6100006103516,187.04738599098755
197.8500061035156,193.34394052824877
193.25,196.36943768949567
197.1999969482422,192.78369699971572
200.0,198.4666927334749
197.58999633789065,199.4862164566638
200.0,196.9620171036178
199.2899932861328,200.61852296829582
199.33999633789065,199.09076127917854
199.7899932861328,199.40013086828338
195.0500030517578,199.8457115262455
194.4900054931641,195.1994047658768
192.72000122070312,195.27399615004938
193.0200042724609,192.7249524911357
187.92999267578125,192.98954292525622
183.75,187.88597638612933
183.1300048828125,184.6066825010146
182.5500030517578,183.5305157562252
186.41000366210935,182.1075121640066
180.8300018310547,185.9546756074293
179.85000610351562,180.30748427338878
182.5,180.8876030631671
183.1999969482422,182.56157117033837
181.7100067138672,182.45962238670975
186.97999572753903,181.45112295866292
184.07000732421875,187.2456648746228
167.89999389648438,183.44352139551023
161.02000427246094,169.09994133648087
161.92999267578125,163.92146161722363
162.77000427246094,162.11982367274805
165.8000030517578,161.28270034559705
166.94000244140625,165.50438962698195
166.8000030517578,166.61533536173084
170.22999572753906,166.75415278167242
170.10000610351562,170.45197570867148
177.58999633789062,169.53284960720697
177.05999755859375,177.84888771860608
178.22000122070312,176.0035756752042
178.8800048828125,178.58685642749563
180.11000061035156,178.98184331612072
176.1300048828125,180.04701804216776
177.0399932861328,175.91829194803833
175.5,177.7087802249625
173.1199951171875,175.2613898213549
170.8000030517578,173.1453854829542
172.1199951171875,171.14452326089682
178.5,172.3251543351726
176.25,178.24192577932124
173.3300018310547,175.23735778119368
177.88999938964844,173.94828484524382
171.38999938964844,178.638917878492
175.39999389648438,170.36767390087635
179.5500030517578,176.34342162815452
184.5200042724609,178.80998602303626
187.0,183.76605325147082
186.4900054931641,186.58824088456106
184.88999938964844,186.48093243649063
186.8800048828125,185.10802588126418
186.42999267578125,187.1295440525267
189.8699951171875,186.01646571050117
191.6000061035156,189.96909418764685
193.8800048828125,191.1810624559031
193.9600067138672,193.74454854559045
192.52999877929688,193.82096801757845
191.16000366210935,192.61250372779452
187.97000122070312,191.4038709500815
186.3300018310547,188.04909940455622
185.1300048828125,186.65107005250215
184.75999450683597,185.20726336095703
181.9600067138672,184.79410266350638
186.50999450683597,181.91429042906645
180.8000030517578,186.93707537706626
182.72000122070312,180.10256334276173
185.1699981689453,183.49123715678974
186.6499938964844,184.9179703137089
188.82000732421875,186.13429594166666
187.5399932861328,188.80169055770378
187.69000244140625,187.40595703680904
186.88999938964844,187.92699895507195
187.52999877929688,186.8588833209478
188.9900054931641,187.5665531392138
189.07000732421875,188.88195919187976
189.6999969482422,188.88759316732273
184.7100067138672,189.75759560569225
186.3800048828125,184.67849719917598
187.8300018310547,187.01580665911442
188.38999938964844,187.4759979031973
190.8300018310547,188.09881545853085
192.72999572753903,190.8609308664613
186.3999938964844,192.49761535245582
197.92999267578125,186.23519724008008
195.77999877929688,198.59525695760166
199.5,194.29592022479622
