Actual,Predicted
214.2400054931641,212.94469174530744
212.4900054931641,214.7056181211478
216.6699981689453,212.03657140325592
214.2899932861328,216.09771402229435
209.67999267578125,214.55394834110206
207.4900054931641,209.7503352076141
208.13999938964844,207.4394026016451
209.07000732421875,207.8658914350428
213.25,209.41303700244097
214.1000061035156,213.78857316448062
210.6199951171875,214.04522949839114
216.75,210.29959357564678
220.2700042724609,217.05683044775472
221.5500030517578,219.95135121304145
226.33999633789065,221.88367935443753
227.82000732421875,226.8088664576599
228.67999267578125,227.27878737559655
232.97999572753903,228.9324250092713
227.57000732421875,233.33643619606784
230.5399932861328,226.9439649876134
234.3999938964844,231.09582320113984
234.82000732421875,234.17092792596267
228.8800048828125,234.95598844087203
224.17999267578125,229.11187171157488
224.30999755859372,223.6273633184414
223.9600067138672,224.1906645547228
225.00999450683597,224.01679805703512
218.5399932861328,225.46910881838343
217.4900054931641,217.96919354840594
217.9600067138672,217.48460263995779
218.2400054931641,217.78635213623167
218.8000030517578,218.2643415406709
222.0800018310547,219.05105755616876
218.3600006103516,222.07261227964293
219.8600006103516,217.97119261795604
209.2700042724609,220.18020384708322
207.22999572753903,208.54176322138383
209.82000732421875,207.29431024407302
213.30999755859372,209.9687903067672
216.2400054931641,213.40922795525583
217.52999877929688,216.82486651094948
221.2700042724609,217.0931926817373
221.72000122070312,221.2872053800393
224.72000122070312,221.57668236311955
226.0500030517578,224.96765068681063
225.88999938964844,226.07367557757647
226.50999450683597,225.83472280431616
226.3999938964844,226.62213037205413
224.52999877929688,226.2746278962763
226.83999633789065,224.4819358732215
227.17999267578125,227.05556900384923
228.02999877929688,227.10664653691012
226.4900054931641,228.19831460175044
229.7899932861328,226.38047751910014
229.0,229.886602555537
222.7700042724609,228.93416369660875
220.8500061035156,222.47527759519758
222.3800048828125,220.83561784901948
220.82000732421875,222.25589189939907
220.91000366210935,220.90026297445183
220.1100006103516,221.22611948756423
222.66000366210935,219.85376640828727
222.7700042724609,222.76575199567665
222.5,222.80162261010096
216.32000732421875,222.50142791613274
216.7899932861328,215.9149850609882
220.69000244140625,216.82904448999616
228.8699951171875,220.90854995270413
228.1999969482422,229.4733201548279
226.47000122070312,228.1070721447092
227.3699951171875,226.0599342272592
226.3699951171875,227.29833851770127
227.5200042724609,226.15343585363797
227.7899932861328,227.95631873769253
233.0,227.78431677262049
226.2100067138672,233.28418017583223
226.77999877929688,225.70915175465993
225.6699981689453,226.89201954944036
226.8000030517578,225.6358256141726
221.69000244140625,226.7597508182222
225.7700042724609,221.90054972057564
229.5399932861328,225.71239746349795
229.0399932861328,229.77796578957813
227.5500030517578,228.74172485532816
231.3000030517578,227.77057539587682
233.8500061035156,231.14808711389438
231.77999877929688,233.81953690346083
232.1499938964844,231.68481388723308
235.0,232.33699202766476
236.47999572753903,234.928698400847
235.8600006103516,236.4008224130925
230.75999450683597,235.95959407608768
230.57000732421875,230.46257635887474
231.41000366210935,230.6389961761386
233.3999938964844,231.5099990128235
233.6699981689453,233.46276767267832
230.1000061035156,233.8397585112883
225.91000366210935,229.7386657301076
222.91000366210935,225.79072908586062
222.00999450683597,222.88177660612598
223.4499969482422,222.13261571376017
