Date,Price
2022-11-07 00:00:00+00:00,90.52999877929688
2022-11-08 00:00:00+00:00,89.9800033569336
2022-11-09 00:00:00+00:00,86.13999938964844
2022-11-10 00:00:00+00:00,96.62999725341795
2022-11-11 00:00:00+00:00,100.79000091552734
2022-11-14 00:00:00+00:00,98.48999786376952
2022-11-15 00:00:00+00:00,98.94000244140624
2022-11-16 00:00:00+00:00,97.12000274658205
2022-11-17 00:00:00+00:00,94.8499984741211
2022-11-18 00:00:00+00:00,94.13999938964844
2022-11-21 00:00:00+00:00,92.45999908447266
2022-11-22 00:00:00+00:00,93.1999969482422
2022-11-23 00:00:00+00:00,94.12999725341795
2022-11-25 00:00:00+00:00,93.41000366210938
2022-11-28 00:00:00+00:00,93.9499969482422
2022-11-29 00:00:00+00:00,92.41999816894533
2022-11-30 00:00:00+00:00,96.54000091552734
2022-12-01 00:00:00+00:00,95.5
2022-12-02 00:00:00+00:00,94.12999725341795
2022-12-05 00:00:00+00:00,91.01000213623048
2022-12-06 00:00:00+00:00,88.25
2022-12-07 00:00:00+00:00,88.45999908447266
2022-12-08 00:00:00+00:00,90.3499984741211
2022-12-09 00:00:00+00:00,89.08999633789062
2022-12-12 00:00:00+00:00,90.5500030517578
2022-12-13 00:00:00+00:00,92.48999786376952
2022-12-14 00:00:00+00:00,91.58000183105467
2022-12-15 00:00:00+00:00,88.44999694824219
2022-12-16 00:00:00+00:00,87.86000061035156
2022-12-19 00:00:00+00:00,84.91999816894531
2022-12-20 00:00:00+00:00,85.19000244140625
2022-12-21 00:00:00+00:00,86.7699966430664
2022-12-22 00:00:00+00:00,83.79000091552734
2022-12-23 00:00:00+00:00,85.25
2022-12-27 00:00:00+00:00,83.04000091552734
2022-12-28 00:00:00+00:00,81.81999969482422
2022-12-29 00:00:00+00:00,84.18000030517578
2022-12-30 00:00:00+00:00,84.0
2023-01-03 00:00:00+00:00,85.81999969482422
2023-01-04 00:00:00+00:00,85.13999938964844
2023-01-05 00:00:00+00:00,83.12000274658203
2023-01-06 00:00:00+00:00,86.08000183105469
2023-01-09 00:00:00+00:00,87.36000061035156
2023-01-10 00:00:00+00:00,89.87000274658203
2023-01-11 00:00:00+00:00,95.08999633789062
2023-01-12 00:00:00+00:00,95.2699966430664
2023-01-13 00:00:00+00:00,98.12000274658205
2023-01-17 00:00:00+00:00,96.0500030517578
2023-01-18 00:00:00+00:00,95.45999908447266
